trigger,cent,pTlo,pThi,slice,windowSigma,sb,err
MBD_NandS_geq_2,2,4,0.7,0_10,1.25,0.293167,0.0306292
MBD_NandS_geq_2,2,4,0.7,0_10,1.5,0.260001,0.0265113
MBD_NandS_geq_2,2,4,0.7,0_10,1.75,0.260001,0.0265113
MBD_NandS_geq_2,2,4,0.7,0_10,2,0.228069,0.0235563
MBD_NandS_geq_2,2,4,0.7,0_10,2.25,0.204294,0.0220691
MBD_NandS_geq_2,2,4,0.7,10_20,1.25,0.991667,0.0820104
MBD_NandS_geq_2,2,4,0.7,10_20,1.5,0.907441,0.0713227
MBD_NandS_geq_2,2,4,0.7,10_20,1.75,0.832487,0.0644835
MBD_NandS_geq_2,2,4,0.7,10_20,2,0.770443,0.058935
MBD_NandS_geq_2,2,4,0.7,10_20,2.25,0.689613,0.0535026
MBD_NandS_geq_2,2,4,0.7,20_30,1.25,1.28188,0.165754
MBD_NandS_geq_2,2,4,0.7,20_30,1.5,1.11193,0.138246
MBD_NandS_geq_2,2,4,0.7,20_30,1.75,1.11193,0.138246
MBD_NandS_geq_2,2,4,0.7,20_30,2,1.02548,0.124206
MBD_NandS_geq_2,2,4,0.7,20_30,2.25,0.928209,0.109456
MBD_NandS_geq_2,2,4,0.7,30_40,1.25,1.47586,0.22286
MBD_NandS_geq_2,2,4,0.7,30_40,1.5,1.32553,0.192204
MBD_NandS_geq_2,2,4,0.7,30_40,1.75,1.21234,0.171798
MBD_NandS_geq_2,2,4,0.7,30_40,2,1.07262,0.150739
MBD_NandS_geq_2,2,4,0.7,30_40,2.25,1.0174,0.140042
MBD_NandS_geq_2,2,4,0.7,40_50,1.25,1.54786,0.370018
MBD_NandS_geq_2,2,4,0.7,40_50,1.5,1.34811,0.308159
MBD_NandS_geq_2,2,4,0.7,40_50,1.75,1.29643,0.270308
MBD_NandS_geq_2,2,4,0.7,40_50,2,1.29643,0.270308
MBD_NandS_geq_2,2,4,0.7,40_50,2.25,0.943106,0.196876
MBD_NandS_geq_2,2,4,0.7,50_60,1.25,356.366,795.053
MBD_NandS_geq_2,2,4,0.7,50_60,1.5,136.843,173.884
MBD_NandS_geq_2,2,4,0.7,50_60,1.75,136.843,173.884
MBD_NandS_geq_2,2,4,0.7,50_60,2,69.8161,62.7276
MBD_NandS_geq_2,2,4,0.7,50_60,2.25,69.8161,62.7276
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.25,0.514019,0.0294273
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.5,0.462266,0.0262669
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.75,0.423645,0.0242064
MBD_NandS_geq_2,2,4,0.7,Inclusive,2,0.393356,0.0222732
MBD_NandS_geq_2,2,4,0.7,Inclusive,2.25,0.365957,0.0209521
MBD_NandS_geq_2,2,4,0.7,0_10,1.25,1.37367,0.21154
MBD_NandS_geq_2,2,4,0.7,0_10,1.5,1.37414,0.20534
MBD_NandS_geq_2,2,4,0.7,0_10,1.75,1.22776,0.179937
MBD_NandS_geq_2,2,4,0.7,0_10,2,1.0972,0.159245
MBD_NandS_geq_2,2,4,0.7,0_10,2.25,0.966086,0.14118
MBD_NandS_geq_2,2,4,0.7,10_20,1.25,1.68705,0.478264
MBD_NandS_geq_2,2,4,0.7,10_20,1.5,1.68705,0.478264
MBD_NandS_geq_2,2,4,0.7,10_20,1.75,1.68705,0.478264
MBD_NandS_geq_2,2,4,0.7,10_20,2,1.40961,0.361651
MBD_NandS_geq_2,2,4,0.7,10_20,2.25,1.40961,0.361651
MBD_NandS_geq_2,2,4,0.7,20_30,1.25,2.67439,0.96185
MBD_NandS_geq_2,2,4,0.7,20_30,1.5,2.67439,0.96185
MBD_NandS_geq_2,2,4,0.7,20_30,1.75,2.33011,0.779558
MBD_NandS_geq_2,2,4,0.7,20_30,2,2.18816,0.673866
MBD_NandS_geq_2,2,4,0.7,20_30,2.25,2.18816,0.673866
MBD_NandS_geq_2,2,4,0.7,30_40,1.25,6.34469,3.41373
MBD_NandS_geq_2,2,4,0.7,30_40,1.5,6.57111,3.31334
MBD_NandS_geq_2,2,4,0.7,30_40,1.75,6.57111,3.31334
MBD_NandS_geq_2,2,4,0.7,30_40,2,5.05289,2.2731
MBD_NandS_geq_2,2,4,0.7,30_40,2.25,5.05289,2.2731
MBD_NandS_geq_2,2,4,0.7,40_50,1.25,7.07415,6.5314
MBD_NandS_geq_2,2,4,0.7,40_50,1.5,7.32374,6.29863
MBD_NandS_geq_2,2,4,0.7,40_50,1.75,5.70163,4.18547
MBD_NandS_geq_2,2,4,0.7,40_50,2,5.70163,4.18547
MBD_NandS_geq_2,2,4,0.7,40_50,2.25,5.70163,4.18547
MBD_NandS_geq_2,2,4,0.7,50_60,1.25,1.75605,1.26864
MBD_NandS_geq_2,2,4,0.7,50_60,1.5,1.50922,1.00048
MBD_NandS_geq_2,2,4,0.7,50_60,1.75,1.31277,0.816553
MBD_NandS_geq_2,2,4,0.7,50_60,2,1.31277,0.816553
MBD_NandS_geq_2,2,4,0.7,50_60,2.25,1.31277,0.816553
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.25,1.55024,0.188374
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.5,1.40497,0.16287
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.75,1.29553,0.146334
MBD_NandS_geq_2,2,4,0.7,Inclusive,2,1.22186,0.132519
MBD_NandS_geq_2,2,4,0.7,Inclusive,2.25,1.13768,0.121865
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.25,-1,0
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.5,-1,0
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.75,-1,0
MBD_NandS_geq_2,2,4,0.7,Inclusive,2,-1,0
MBD_NandS_geq_2,2,4,0.7,Inclusive,2.25,-1,0
MBD_NandS_geq_2,2,4,0.7,0_10,1.25,-1,0
MBD_NandS_geq_2,2,4,0.7,0_10,1.5,-1,0
MBD_NandS_geq_2,2,4,0.7,0_10,1.75,-1,0
MBD_NandS_geq_2,2,4,0.7,0_10,2,-1,0
MBD_NandS_geq_2,2,4,0.7,0_10,2.25,-1,0
MBD_NandS_geq_2,2,4,0.7,10_20,1.25,-1,0
MBD_NandS_geq_2,2,4,0.7,10_20,1.5,-1,0
MBD_NandS_geq_2,2,4,0.7,10_20,1.75,-1,0
