trigger,E,Chi,Asym,pTlo,pThi,meanPi0,errPi0,sigmaPi0,errSigmaPi0,meanEta,errEta,sigmaEta,errSigmaEta
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.000647166,0.0100026,0.027616,29.0959,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.0257055,0.0388753,0.0261482,21.2183,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00330889,0.0181578,0.00736083,17.3317,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.147482,0.00315795,0.0159332,0.00494333,15.6402,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.134798,0.00256905,0.01,0.019805,19.3896,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.149847,0.0177735,0.01,0.000993257,7.37737,15
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00178403,0.020594,0.00459942,23.6262,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.15,0.00124943,0.0105625,0.0170091,26.819,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.15,0.0229169,0.0342226,0.0227837,13.9584,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.148832,0.0160601,0.0129927,0.00618329,4.20869,14
MBD_NandS_geq_2,2,4,0.7,2,4,0.142698,0.00419248,0.01,0.0036815,3.28796,11
MBD_NandS_geq_2,2,4,0.7,2,4,0.122243,0.00471898,0.01,0.00370601,2.20948,4
MBD_NandS_geq_2,2,4,0.7,2,4,0.13147,0.00472592,0.01,0.0257973,0.0440515,0
MBD_NandS_geq_2,2,4,0.7,2,4,0.15,0.00131168,0.0175471,0.00523711,27.7866,19
