trigger,cent,pTlo,pThi,slice,windowSigma,sb,err
MBD_NandS_geq_2,2,4,0.7,0_10,1.25,0.331951,0.0374172
MBD_NandS_geq_2,2,4,0.7,0_10,1.5,0.299112,0.0346326
MBD_NandS_geq_2,2,4,0.7,0_10,1.75,0.278485,0.0324343
MBD_NandS_geq_2,2,4,0.7,0_10,2,0.250175,0.0303647
MBD_NandS_geq_2,2,4,0.7,0_10,2.25,0.228044,0.0286283
MBD_NandS_geq_2,2,4,0.7,10_20,1.25,0.390502,0.095348
MBD_NandS_geq_2,2,4,0.7,10_20,1.5,0.390502,0.095348
MBD_NandS_geq_2,2,4,0.7,10_20,1.75,0.347186,0.0787301
MBD_NandS_geq_2,2,4,0.7,10_20,2,0.347186,0.0787301
MBD_NandS_geq_2,2,4,0.7,10_20,2.25,0.347186,0.0787301
MBD_NandS_geq_2,2,4,0.7,20_30,1.25,0.833188,0.164125
MBD_NandS_geq_2,2,4,0.7,20_30,1.5,0.833188,0.164125
MBD_NandS_geq_2,2,4,0.7,20_30,1.75,0.778755,0.137933
MBD_NandS_geq_2,2,4,0.7,20_30,2,0.778755,0.137933
MBD_NandS_geq_2,2,4,0.7,20_30,2.25,0.676123,0.122571
MBD_NandS_geq_2,2,4,0.7,30_40,1.25,1.96292,0.487432
MBD_NandS_geq_2,2,4,0.7,30_40,1.5,1.57988,0.354846
MBD_NandS_geq_2,2,4,0.7,30_40,1.75,1.57988,0.354846
MBD_NandS_geq_2,2,4,0.7,30_40,2,1.34234,0.282076
MBD_NandS_geq_2,2,4,0.7,30_40,2.25,1.34234,0.282076
MBD_NandS_geq_2,2,4,0.7,40_50,1.25,2.9113,0.876947
MBD_NandS_geq_2,2,4,0.7,40_50,1.5,2.22731,0.601662
MBD_NandS_geq_2,2,4,0.7,40_50,1.75,2.22731,0.601662
MBD_NandS_geq_2,2,4,0.7,40_50,2,1.73961,0.444355
MBD_NandS_geq_2,2,4,0.7,40_50,2.25,1.73961,0.444355
MBD_NandS_geq_2,2,4,0.7,50_60,1.25,10.1092,5.12086
MBD_NandS_geq_2,2,4,0.7,50_60,1.5,9.00192,4.22537
MBD_NandS_geq_2,2,4,0.7,50_60,1.75,7.94198,3.48575
MBD_NandS_geq_2,2,4,0.7,50_60,2,7.94198,3.48575
MBD_NandS_geq_2,2,4,0.7,50_60,2.25,6.93643,2.87015
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.25,1.13894,0.0560435
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.5,1.0205,0.0491978
MBD_NandS_geq_2,2,4,0.7,Inclusive,1.75,0.917243,0.043696
MBD_NandS_geq_2,2,4,0.7,Inclusive,2,0.828343,0.0392448
MBD_NandS_geq_2,2,4,0.7,Inclusive,2.25,0.746228,0.0354956
MBD_NandS_geq_2,2,4,0.7,0_10,1.25,3.1155,0.669256
MBD_NandS_geq_2,2,4,0.7,0_10,1.5,3.1155,0.669256
MBD_NandS_geq_2,2,4,0.7,0_10,1.75,2.91416,0.574759
MBD_NandS_geq_2,2,4,0.7,0_10,2,2.59138,0.485557
MBD_NandS_geq_2,2,4,0.7,0_10,2.25,2.30051,0.413338
MBD_NandS_geq_2,2,4,0.7,10_20,1.25,1.47793,0.824359
MBD_NandS_geq_2,2,4,0.7,10_20,1.5,1.63679,0.683539
MBD_NandS_geq_2,2,4,0.7,10_20,1.75,1.63679,0.683539
MBD_NandS_geq_2,2,4,0.7,10_20,2,1.63679,0.683539
MBD_NandS_geq_2,2,4,0.7,10_20,2.25,1.27715,0.497205
MBD_NandS_geq_2,2,4,0.7,20_30,1.25,2.97264,1.52086
MBD_NandS_geq_2,2,4,0.7,20_30,1.5,2.97264,1.52086
MBD_NandS_geq_2,2,4,0.7,20_30,1.75,2.97264,1.52086
