trigger,E,Chi,Asym,pTlo,pThi,meanPi0,errPi0,sigmaPi0,errSigmaPi0,meanEta,errEta,sigmaEta,errSigmaEta
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00628478,0.0263077,0.00821666,14.1011,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.0187637,0.0399997,0.0230241,18.698,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.0242766,0.0170897,0.00513535,16.0354,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.141728,0.00820242,0.027489,0.00775354,33.269,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.144798,0.0063031,0.0237082,0.00841447,14.1969,17
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.134832,0.00451498,0.0131441,0.0056537,2.87376,13
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00492683,0.0233358,0.00394249,12.6996,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.147768,0.0236136,0.0384744,0.0282649,40.4369,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.145662,0.00769052,0.0207906,0.00952916,5.46196,15
MBD_NandS_geq_2,2,4,0.7,2,4,0.15,0.0262392,0.04,0.0295799,4.32443,13
MBD_NandS_geq_2,2,4,0.7,2,4,0.130863,0.0107865,0.04,0.0150213,2.79582,11
MBD_NandS_geq_2,2,4,0.7,2,4,0.147591,0.0287955,0.0107365,0.028616,0.48544,1
MBD_NandS_geq_2,2,4,0.7,2,4,0.149992,0.0155162,0.0100001,0.0299748,0.329373,0
MBD_NandS_geq_2,2,4,0.7,2,4,0.148291,0.00333032,0.024097,0.00599065,27.0322,19
