trigger,E,Chi,Asym,pTlo,pThi,meanPi0,errPi0,sigmaPi0,errSigmaPi0,meanEta,errEta,sigmaEta,errSigmaEta
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00225915,0.0356767,0.00875816,30.8173,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.144343,0.00412762,0.0213812,0.00482946,19.2859,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.145613,0.00835035,0.0321729,0.01104,19.679,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.146423,0.0158882,0.0265814,0.0220973,18.5832,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.00550059,0.0291976,0.00709646,22.3829,19
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.143649,0.00731014,0.0138008,0.00522324,12.9673,16
MBD_NandS_geq_2,2,4,0.7,-1,-1,0.15,0.000881029,0.0233572,0.00352643,16.1672,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.15,0.0185888,0.04,0.0207561,25.9938,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.140149,0.00242999,0.0100001,0.0295427,20.9424,19
MBD_NandS_geq_2,2,4,0.7,2,4,0.139326,0.00338913,0.01,0.00426388,10.1174,17
MBD_NandS_geq_2,2,4,0.7,2,4,0.120003,0.0254956,0.0342105,0.0255229,8.75865,11
MBD_NandS_geq_2,2,4,0.7,2,4,0.120001,0.0256882,0.04,0.0236018,2.09504,0
MBD_NandS_geq_2,2,4,0.7,2,4,0.123829,0.0208515,0.01,0.0280355,2.51476,5
MBD_NandS_geq_2,2,4,0.7,2,4,0.145256,0.00814244,0.0339037,0.00890702,20.4637,19
